article_id,citation,year,title,region,study_context,study_type,main_regeneration_frame,root_terms_present,seed_terms_present,root_term_count_rough,seed_term_count_rough,root_terms_location,seed_terms_location,root_treatment_score,seed_treatment_score,root_framing,seed_framing,root_evidence_type,seed_evidence_type,does_article_assume_suckering,does_article_distinguish_seed_vs_sucker,compares_seed_and_sucker,genetic_validation,physical_validation,main_claim_about_regeneration,important_quote_root,important_quote_seed,page_root,page_seed,relevance_to_thesis,notes
AB_0464,Duffy P.J.; Jacobs D.F.; Kabrick J.M.; Thornton C.D.; Swaim J.T.; Jenkins M.A. (2024). Response of understory vegetation to long-term occupancy by introduced Pinus species in temperate deciduous hardwood forests,2024,Response of understory vegetation to long-term occupancy by introduced Pinus species in temperate deciduous hardwood forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0465,Gess S.W.; Ellington E.H.; Dzialak M.R.; Duchamp J.E.; Lovallo M.; Larkin J.L. (2013). Rest-site selection by fishers (Martes pennanti) in the eastern deciduous forest,2013,Rest-site selection by fishers (Martes pennanti) in the eastern deciduous forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0466,"Muñiz-Castro M.-A.; Williams-Linera G.; Benítez-Malvido J. (2015). Restoring montane cloud forest: Establishment of three fagaceae species in the old fields of central Veracruz, Mexico",2015,"Restoring montane cloud forest: Establishment of three fagaceae species in the old fields of central Veracruz, Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0467,Vander Yacht A.L.; Keyser P.D.; Barrioz S.A.; Kwit C.; Stambaugh M.C.; Clatterbuck W.K.; Simon D.M. (2019). Reversing Mesophication Effects on Understory Woody Vegetation in Mid-Southern Oak Forests,2019,Reversing Mesophication Effects on Understory Woody Vegetation in Mid-Southern Oak Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0468,Fahey T.J.; Hughes J.W.; Pu M.; Arthur M.A. (1988). Root decomposition and nutrient flux following whole-tree harvest of northern hardwood forest,1988,Root decomposition and nutrient flux following whole-tree harvest of northern hardwood forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0469,"Jones R.H.; Raynal D.J. (1988). Root sprouting in American beech (Fagus grandifolia): Effects of root injury, root exposure, and season",1988,"Root sprouting in American beech (Fagus grandifolia): Effects of root injury, root exposure, and season",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0470,Tirpak J.M.; Giuliano W.M.; Allan Miller C.; Allen T.J.; Bittner S.; Buehler D.A.; Edwards J.W.; Harper C.A.; Igo W.K.; Norman G.W.; Seamster M.; Stauffer D.F. (2006). Ruffed grouse population dynamics in the central and southern Appalachians,2006,Ruffed grouse population dynamics in the central and southern Appalachians,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0471,Gravel D.; Beaudet M.; Messier C. (2011). Sapling age structure and growth series reveal a shift in recruitment dynamics of sugar maple and American beech over the last 40 years,2011,Sapling age structure and growth series reveal a shift in recruitment dynamics of sugar maple and American beech over the last 40 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0472,Hart J.L.; Kupfer J.A. (2011). Sapling richness and composition in canopy gaps of a southern Appalachian mixed Quercus forest,2011,Sapling richness and composition in canopy gaps of a southern Appalachian mixed Quercus forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0473,"Cale J.A.; Ashby A.W.; West J.L.; Teale S.A.; Johnston M.T.; Castello J.D. (2015). Scale insects, decay and canker fungi in American beech",2015,"Scale insects, decay and canker fungi in American beech",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0474,"Liu H. (2020). Seasonal development, cumulative growing degree-days, and population density of spotted lanternfly (Hemiptera: Fulgoridae) on selected hosts and substrates",2020,"Seasonal development, cumulative growing degree-days, and population density of spotted lanternfly (Hemiptera: Fulgoridae) on selected hosts and substrates",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0475,Tremblay N.O.; Larocque G.R. (2001). Seasonal dynamics of understory vegetation in four eastern Canadian forest types,2001,Seasonal dynamics of understory vegetation in four eastern Canadian forest types,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0476,Jurik T.W. (1986). Seasonal patterns of leaf photosynthetic capacity in successional northern hardwood tree species.,1986,Seasonal patterns of leaf photosynthetic capacity in successional northern hardwood tree species.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0477,"Brisson J.; Bergeron Y.; Bouchard A. (1988). Secondary succession on mesic sites in the upper St. Lawrence River, Quebec, Canada; [Les successions secondaires sur sites mesiques dans le Haut-Saint- Laurent, Quebec, Canada]",1988,"Secondary succession on mesic sites in the upper St. Lawrence River, Quebec, Canada; [Les successions secondaires sur sites mesiques dans le Haut-Saint- Laurent, Quebec, Canada]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0478,"Clebsch E.E.C.; Busing R.T. (1989). Secondary succession, gap dynamics, and community structure in a southern Appalachian cove forest",1989,"Secondary succession, gap dynamics, and community structure in a southern Appalachian cove forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0479,Lanni F.; Connolly B.M.; Orrock J.L.; Guiden P.W. (2024). Seed coatings containing capsaicin reduce seed removal in temperate woody species,2024,Seed coatings containing capsaicin reduce seed removal in temperate woody species,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0480,McEuen A.B.; Curran L.M. (2004). Seed dispersal and recruitment limitation across spatial scales in temperate forest fragments,2004,Seed dispersal and recruitment limitation across spatial scales in temperate forest fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0481,"Cleavitt N.L.; Fahey T.J. (2017). Seed production of sugar maple and American beech in northern hardwood forests, New Hampshire, USA",2017,"Seed production of sugar maple and American beech in northern hardwood forests, New Hampshire, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0482,"Godínez-Ibarra O.; Ángeles-Pérez G.; López-Mata L.; García-Moya E.; Valdez-Hernández J.I.; De Los Santos-Posadas H.; Trinidad-Santos A. (2007). Seed rain and seedling emergence of Fagus grandifolia subsp. mexicana at La Mojonera, Hidalgo, Mexico; [Lluvia de semillas y emergencia de plántulas de Fagus grandifolia subsp. mexicana en La Mojonera, Hidalgo, México]",2007,"Seed rain and seedling emergence of Fagus grandifolia subsp. mexicana at La Mojonera, Hidalgo, Mexico; [Lluvia de semillas y emergencia de plántulas de Fagus grandifolia subsp. mexicana en La Mojonera, Hidalgo, México]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0483,Burt A.; Bell G. (1991). Seed reproduction is associated with a transient escape from parasite damage in American beech,1991,Seed reproduction is associated with a transient escape from parasite damage in American beech,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0484,Alvarez-Aquino C.; Williams-Linera G. (2002). Seedling bank dynamics of Fagus grandifolia var. mexicana before and after a mast year in a Mexican cloud forest,2002,Seedling bank dynamics of Fagus grandifolia var. mexicana before and after a mast year in a Mexican cloud forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0485,Caspersen J.P.; Saprunoff M. (2005). Seedling recruitment in a northern temperate forest: The relative importance of supply and establishment limitation,2005,Seedling recruitment in a northern temperate forest: The relative importance of supply and establishment limitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0486,Sefcik L.T.; Zak D.R.; Ellsworth D.S. (2007). Seedling survival in a northern temperate forest understory is increased by elevated atmospheric carbon dioxide and atmospheric nitrogen deposition,2007,Seedling survival in a northern temperate forest understory is increased by elevated atmospheric carbon dioxide and atmospheric nitrogen deposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0487,"Stewart B.J.; Neily P.D.; Quigley E.J.; Duke A.P.; Benjamin L.K. (2003). Selected Nova Scotia old-growth forests: Age, ecology, structure, scoring",2003,"Selected Nova Scotia old-growth forests: Age, ecology, structure, scoring",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0488,MacFarlane D.W.; Kobe R.K. (2006). Selecting models for capturing tree-size effects on growth-resource relationships,2006,Selecting models for capturing tree-size effects on growth-resource relationships,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0489,Ledgerwood E.D.; Luscier J.D. (2025). Seroprevalence of Toxoplasma gondii in White-Tailed Deer (Odocoileus virginianus) in New York State,2025,Seroprevalence of Toxoplasma gondii in White-Tailed Deer (Odocoileus virginianus) in New York State,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0490,LOACH K. (1970). SHADE TOLERANCE IN TREE SEEDLINGS: II. GROWTH ANALYSIS OF PLANTS RAISED UNDER ARTIFICIAL SHADE,1970,SHADE TOLERANCE IN TREE SEEDLINGS: II. GROWTH ANALYSIS OF PLANTS RAISED UNDER ARTIFICIAL SHADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0491,Azpilicueta M.M.; Gallo L.A. (2009). Shaping forces modelling genetic variation patterns in the naturally fragmented forests of a South-American Beech,2009,Shaping forces modelling genetic variation patterns in the naturally fragmented forests of a South-American Beech,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0492,Boisvert-Marsh L.; Périé C.; De Blois S. (2014). Shifting with climate? Evidence for recent changes in tree species distribution at high latitudes,2014,Shifting with climate? Evidence for recent changes in tree species distribution at high latitudes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0493,Zhou L.; Pertea M.; Delcher A.L.; Florea L. (2009). Sim4cc: A cross-species spliced alignment program,2009,Sim4cc: A cross-species spliced alignment program,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0494,Nyland R.D. (2004). Simple girdle kills small American beech (Fagus grandifolia Ehrh.),2004,Simple girdle kills small American beech (Fagus grandifolia Ehrh.),,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0495,"Gundy M.T.V.; Strager M.; Rentch J. (2012). Site characteristics of red spruce witness tree locations in the uplands of West Virginia, USA",2012,"Site characteristics of red spruce witness tree locations in the uplands of West Virginia, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0496,Gauthier M.-M. (2025). Six Decades of Forest Inventory Data Highlight Decline of Sugar Maple (Acer saccharum) Sapling Abundance in Eastern Canada,2025,Six Decades of Forest Inventory Data Highlight Decline of Sugar Maple (Acer saccharum) Sapling Abundance in Eastern Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0497,"Searle E.B.; Jones T.A.; Yietagesu A.A.; Mallory E.C.; Trerise B.; Bein A.S. (2024). Six year efficacy of silvicultural treatments to control American beech regeneration in stands affected by beech bark disease in Ontario, Canada",2024,"Six year efficacy of silvicultural treatments to control American beech regeneration in stands affected by beech bark disease in Ontario, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0498,Leak W.B.; Smith M.-L. (1996). Sixty years of management and natural disturbance in a New England forested landscape,1996,Sixty years of management and natural disturbance in a New England forested landscape,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0499,Tourville J.; Dovciak M. (2023). Small mammal granivory as a biotic filter for tree establishment beyond elevation range boundaries,2023,Small mammal granivory as a biotic filter for tree establishment beyond elevation range boundaries,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0500,Moore J.-D.; Ouimet R.; Duchesne L. (2012). Soil and sugar maple response 15years after dolomitic lime application,2012,Soil and sugar maple response 15years after dolomitic lime application,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0501,Lawrence G.B.; McDonnell T.C.; Sullivan T.J.; Dovciak M.; Bailey S.W.; Antidormi M.R.; Zarfos M.R. (2018). Soil Base Saturation Combines with Beech Bark Disease to Influence Composition and Structure of Sugar Maple-Beech Forests in an Acid Rain-Impacted Region,2018,Soil Base Saturation Combines with Beech Bark Disease to Influence Composition and Structure of Sugar Maple-Beech Forests in an Acid Rain-Impacted Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0502,Tourville J.C.; Zarfos M.R.; Lawrence G.B.; McDonnell T.C.; Sullivan T.J.; Dovčiak M. (2023). Soil biotic and abiotic thresholds in sugar maple and American beech seedling establishment in forests of the northeastern United States,2023,Soil biotic and abiotic thresholds in sugar maple and American beech seedling establishment in forests of the northeastern United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0503,Lawrey J.D. (1977). Soil fungal populations and soil respiration in habitats variously influenced by coal strip-mining,1977,Soil fungal populations and soil respiration in habitats variously influenced by coal strip-mining,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0504,Carrino-Kyker S.R.; Parker A.L.; Medeiros J.S.; Hewins C.R.; Novotny G.R.; Krebs S.L.; Burke D.J. (2024). Soil microbial communities alter resource allocation in Fagus grandifolia when challenged with a pathogen,2024,Soil microbial communities alter resource allocation in Fagus grandifolia when challenged with a pathogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0505,"Tripler C.E.; Canham C.D.; Inouye R.S.; Schnurr J.L. (2002). Soil nitrogen availability, plant luxury consumption, and herbivory by white-tailed deer",2002,"Soil nitrogen availability, plant luxury consumption, and herbivory by white-tailed deer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0506,Lovett G.M.; Rueth H. (1999). Soil nitrogen transformations in beech and maple stands along a nitrogen deposition gradient,1999,Soil nitrogen transformations in beech and maple stands along a nitrogen deposition gradient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0507,Moore J.-D.; Duchesne L.; Ouimet R. (2008). Soil properties and maple-beech regeneration a decade after liming in a northern hardwood stand,2008,Soil properties and maple-beech regeneration a decade after liming in a northern hardwood stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0508,"Aguilar R.; Arnold R.W. (1985). Soil-landscape relationships of a climax forest in the  Allegheny High Plateau, Pennsylvania.",1985,"Soil-landscape relationships of a climax forest in the  Allegheny High Plateau, Pennsylvania.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0509,Gotwols T.A.; Blanchard R.O.; Shortle W.C. (1980). Some factors affecting canker formation in American beech inoculated with Nectria coccinea var. faginata,1980,Some factors affecting canker formation in American beech inoculated with Nectria coccinea var. faginata,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0510,Nelson A.S.; Wagner R.G. (2014). Spatial coexistence of American beech and sugar maple regeneration in post-harvest northern hardwood forests,2014,Spatial coexistence of American beech and sugar maple regeneration in post-harvest northern hardwood forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0511,Kasson M.T.; Livingston W.H. (2009). Spatial distribution of Neonectria species associated with beech bark disease in northern Maine,2009,Spatial distribution of Neonectria species associated with beech bark disease in northern Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0512,Rodríguez-Ramírez E.C.; Martínez-Falcón A.P.; Luna-Vega I. (2018). Spatial patterns of Mexican beech seedlings (Fagus grandifolia subsp. mexicana (Martínez) A.E. Murray): influence of canopy openness and conspecific trees on recruitment mechanisms,2018,Spatial patterns of Mexican beech seedlings (Fagus grandifolia subsp. mexicana (Martínez) A.E. Murray): influence of canopy openness and conspecific trees on recruitment mechanisms,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0513,Messaoud Y.; Houle G. (2006). Spatial patterns of tree seedling establishment and their relationship to environmental variables in a cold-temperate deciduous forest of eastern North America,2006,Spatial patterns of tree seedling establishment and their relationship to environmental variables in a cold-temperate deciduous forest of eastern North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0514,"Houle G. (1994). Spatiotemporal patterns in the components of regeneration of four sympatric tree species - Acer rubrum, A.saccharum, Betula alleghaniensis and Fagus grandifolia",1994,"Spatiotemporal patterns in the components of regeneration of four sympatric tree species - Acer rubrum, A.saccharum, Betula alleghaniensis and Fagus grandifolia",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0515,Schooley R.L.; McLaughlin C.R.; Krohn W.B.; Matula Jr. G.J. (1999). Spatiotemporal patterns of macrohabitat use by female black bears during fall,1999,Spatiotemporal patterns of macrohabitat use by female black bears during fall,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0516,Hannah P.R. (1999). Species composition and dynamics in two hardwood stands in Vermont: A disturbance history,1999,Species composition and dynamics in two hardwood stands in Vermont: A disturbance history,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0517,Roberts M.R. (1992). Stand development and overstory-understory interactions in an aspen-northern hardwoods stand,1992,Stand development and overstory-understory interactions in an aspen-northern hardwoods stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0518,Swift D.E.; Knight W.; Béland M.; Boureima I.; Bourque C.P.A.; Meng F.-R. (2017). Stand dynamics and tree quality response to precommercial thinning in a northern hardwood forest of the Acadian forest region: 23 years of intermediate results,2017,Stand dynamics and tree quality response to precommercial thinning in a northern hardwood forest of the Acadian forest region: 23 years of intermediate results,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0519,Miller G.W. (1997). Stand dynamics in 60-year-old Allegheny hardwoods after thinning,1997,Stand dynamics in 60-year-old Allegheny hardwoods after thinning,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0520,Olano J.M.; Palmer M.W. (2003). Stand dynamics of an Appalachian old-growth forest during a severe drought episode,2003,Stand dynamics of an Appalachian old-growth forest during a severe drought episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0521,"Harcombe P.A.; Bill C.J.; Fulton M.; Glitzenstein J.S.; Marks P.L.; Elsik I.S. (2002). Stand dynamics over 18 years in a southern mixed hardwood forest, Texas, USA",2002,"Stand dynamics over 18 years in a southern mixed hardwood forest, Texas, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0522,Nowak C.A.; deCalesta D.S. (1999). Stand structure and wildlife communities in true old-growth and managed 2nd-growth forests on the Allegheny Plateau in northwestern Pennsylvania,1999,Stand structure and wildlife communities in true old-growth and managed 2nd-growth forests on the Allegheny Plateau in northwestern Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0523,McGee G.G. (2001). Stand-level effects on the role of decaying logs as vascular plant habitat in Adirondack northern hardwood forests,2001,Stand-level effects on the role of decaying logs as vascular plant habitat in Adirondack northern hardwood forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0524,"Mahoney M.J.; Stella J.C. (2020). Stem size selectivity is stronger than species preferences for beaver, a central place forager",2020,"Stem size selectivity is stronger than species preferences for beaver, a central place forager",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0525,Siegert C.M.; Levia D.F. (2011). Stomatal conductance and transpiration of co-occurring seedlings with varying shade tolerance,2011,Stomatal conductance and transpiration of co-occurring seedlings with varying shade tolerance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0526,"Danielson S.C.; Mascia R.; Metzger M.; Stuble K.L.; Medeiros J.S. (2023). Stress-resistant trees are more common in urban than rural forests: A case study of Cleveland, Ohio's natural parks",2023,"Stress-resistant trees are more common in urban than rural forests: A case study of Cleveland, Ohio's natural parks",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0527,Morrissey R.C.; King N.T.; Seifert J.R.; Jacobs D.F. (2012). Structural and compositional dynamics of a near-natural temperate deciduous forest in the central United States,2012,Structural and compositional dynamics of a near-natural temperate deciduous forest in the central United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0528,"Palus J.D.; Goebel P.C.; Hix D.M.; Matthews S.N. (2018). Structural and compositional shifts in forests undergoing mesophication in the Wayne National Forest, southeastern Ohio",2018,"Structural and compositional shifts in forests undergoing mesophication in the Wayne National Forest, southeastern Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0529,Chokkalingam U.; White A. (2001). Structure and spatial patterns of trees in old-growth northern hardwood and mixed forests of northern Maine,2001,Structure and spatial patterns of trees in old-growth northern hardwood and mixed forests of northern Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0530,"Cowell C.M.; Hayes J.J. (2007). Structure, history and dynamics of a mature oak-beech forest in western Indiana",2007,"Structure, history and dynamics of a mature oak-beech forest in western Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0531,Garnas J.R.; Ayres M.P.; Liebhold A.M.; Evans C. (2011). Subcontinental impacts of an invasive tree disease on forest structure and dynamics,2011,Subcontinental impacts of an invasive tree disease on forest structure and dynamics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0532,"Tatina R. (2021). Succession from Pasture to Forest in a Mesic Southern Forest in Michigan, USA",2021,"Succession from Pasture to Forest in a Mesic Southern Forest in Michigan, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0533,"Wilder C.M.; Holtzclaw Jr. F.W.; Clebsch E.E.C. (1999). Succession, sapling density and growth in canopy gaps along a topographic gradient in a second growth East Tennessee forest",1999,"Succession, sapling density and growth in canopy gaps along a topographic gradient in a second growth East Tennessee forest",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0534,Sakai A.K.; Roberts M.R.; Jolls C.L. (1985). Successional changes in a mature aspen forest in northern lower Michigan: 1974-1981.,1985,Successional changes in a mature aspen forest in northern lower Michigan: 1974-1981.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0535,Abrams M.D.; Downs J.A. (1990). Successional replacement of old-growth white oak by mixed mesophytic hardwoods in southwestern Pennsylvania,1990,Successional replacement of old-growth white oak by mixed mesophytic hardwoods in southwestern Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0536,Parsons W.F.J.; Ghotsa Mekontchou C.; Maheu A.; Rivest D. (2025). Sugar Maple Litter Decay Rates Are Reduced More Strongly by Drought Than by American Beech Proliferation in the Understory,2025,Sugar Maple Litter Decay Rates Are Reduced More Strongly by Drought Than by American Beech Proliferation in the Understory,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0537,Keena M.A. (2003). Survival and Development of Lymantria monacha (Lepidoptera: Lymantriidae) on North American and Introduced Eurasian Tree Species,2003,Survival and Development of Lymantria monacha (Lepidoptera: Lymantriidae) on North American and Introduced Eurasian Tree Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0538,Gutiérrez-Lozano M.; Sánchez-González A.; López-Mata L.; Tejero-Díez D. (2017). Taxonomic richness of lycophytes and ferns of the Mexican beech forest: Highest ever recorded among Fagus forests worldwide?,2017,Taxonomic richness of lycophytes and ferns of the Mexican beech forest: Highest ever recorded among Fagus forests worldwide?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0539,Houston D.R. (1994). Temporal and spatial shift within the Nectria pathogen complex associated with beech bark disease of Fagus grandifolia,1994,Temporal and spatial shift within the Nectria pathogen complex associated with beech bark disease of Fagus grandifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0540,"Chandy S.; Honu Y.A.K.; Gibson D.J. (2009). Temporal changes in species composition in permanent plots across the Shawnee National Forest, Illinois, USA1",2009,"Temporal changes in species composition in permanent plots across the Shawnee National Forest, Illinois, USA1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0541,Martin A.R.; Caspersen J.P.; Fuller M.M.; Jones T.A.; Thomas S.C. (2014). Temporal dynamics and causes of postharvest mortality in a selection-managed tolerant hardwood forest,2014,Temporal dynamics and causes of postharvest mortality in a selection-managed tolerant hardwood forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0542,"Abrams M.D.; Copenheaver C.A. (1999). Temporal variation in species recruitment and dendroecology of an old-growth white oak forest in the Virginia Piedmont, USA",1999,"Temporal variation in species recruitment and dendroecology of an old-growth white oak forest in the Virginia Piedmont, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0543,Foré S.A.; Vankat J.L.; Schaefer R.L. (1997). Temporal variation in the woody understory of an old-growth Fagus-Acer forest and implications for overstory recruitment,1997,Temporal variation in the woody understory of an old-growth Fagus-Acer forest and implications for overstory recruitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0544,"Forget E.; Nolet P.; Doyon F.; Delagrange S.; Jardon Y. (2007). Ten-year response of northern hardwood stands to commercial selection cutting in southern Quebec, Canada",2007,"Ten-year response of northern hardwood stands to commercial selection cutting in southern Quebec, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0545,Bédard S.; Majcen Z. (2001). Ten-year response of sugar maple-yellow birch-beech stands to selection cutting in québec,2001,Ten-year response of sugar maple-yellow birch-beech stands to selection cutting in québec,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0546,"Blakely T.J.; Jellyman P.G.; Holdaway R.J.; Young L.; Burrows B.; Duncan P.; Thirkettle D.; Simpson J.; Ewers R.M.; Didham R.K. (2008). The abundance, distribution and structural characteristics of tree-holes in Nothofagus forest, New Zealand",2008,"The abundance, distribution and structural characteristics of tree-holes in Nothofagus forest, New Zealand",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0547,Albert C.; Taylor A.R.; Logan T.; D’Orangeville L. (2023). The Acadian Forest of New Brunswick in the 21st century: what shifting heat and water balance imply for future stand dynamics and management,2023,The Acadian Forest of New Brunswick in the 21st century: what shifting heat and water balance imply for future stand dynamics and management,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0548,Royo A.A.; Kramer D.W.; Miller K.V.; Nibbelink N.P.; Stout S.L. (2016). The canary in the coal mine: Sprouts as a rapid indicator of browse impact in managed forests,2016,The canary in the coal mine: Sprouts as a rapid indicator of browse impact in managed forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0549,"McGee G.G. (2000). The contribution of beech bark disease induced mortality to coarse woody debris loads in northern hardwood stands of Adirondack Park, New York, U.S.A.",2000,"The contribution of beech bark disease induced mortality to coarse woody debris loads in northern hardwood stands of Adirondack Park, New York, U.S.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0550,"Griffin J.M.; Lovett G.M.; Arthur M.A.; Weathers K.C. (2003). The distribution and severity of beech bark disease in the Catskill Mountains, N.Y.",2003,"The distribution and severity of beech bark disease in the Catskill Mountains, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0551,"Reed S.E.; Volk D.; Martin D.K.H.; Hausman C.E.; Macy T.; Tomon T.; Cousins S. (2022). The distribution of beech leaf disease and the causal agents of beech bark disease (Cryptoccocus fagisuga, Neonectria faginata, N. ditissima) in forests surrounding Lake Erie and future implications",2022,"The distribution of beech leaf disease and the causal agents of beech bark disease (Cryptoccocus fagisuga, Neonectria faginata, N. ditissima) in forests surrounding Lake Erie and future implications",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0552,"Kwit C.; Schwartz M.W.; Platt W.J.; Geaghan J.P. (1998). The distribution of tree species in steepheads of the Apalachicola River Bluffs, Florida",1998,"The distribution of tree species in steepheads of the Apalachicola River Bluffs, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0553,Bell G.; Lechowicz M.J. (1991). The ecology and genetics of fitness in forest plants. I. Environmental heterogeneity measured by explant trials,1991,The ecology and genetics of fitness in forest plants. I. Environmental heterogeneity measured by explant trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0554,Lechowicz M.J.; Bell G. (1991). The ecology and genetics of fitness in forest plants. II. Microspatial heterogeneity of the edaphic environment,1991,The ecology and genetics of fitness in forest plants. II. Microspatial heterogeneity of the edaphic environment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB_0555,Bell G.; Lechowicz M.J.; Schoen D.J. (1991). The ecology and genetics of fitness in forest plants. III. Environmental variance in natural populations of Impatiens pallida,1991,The ecology and genetics of fitness in forest plants. III. Environmental variance in natural populations of Impatiens pallida,,,,,,,,,,,,,,,,,,,,,,,,,,,,
